Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:56991500


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
56991500;1;01/06/2025;;1;1;"9,3744";"5,1954";"7,7486";12;30;1;1;1;"0,0";0;"9,1034";"8,7482";"8,5732";"8,2286";"8,0491";"7,862";"7,6775";"8,0491";"8,6605";"8,5732";"8,7482";"9,3744";"8,8363";"8,4";"8,0491";"8,0491";"7,6775";"7,6775";"8,4";"8,0491";"7,7694";"7,5861";"7,3155";"7,1382";"6,7907";"6,4527";"6,1242";"5,8052";"5,4956";"5,1954";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
56991500;1;01/05/2025;;1;1;"13,9174";"7,3155";"9,0079";12;25;1;1;1;"0,0";0;"10,3067";"9,835";"9,6495";"9,835";"9,6495";"9,2836";"9,1034";"8,4864";"8,7482";"8,5732";"8,4864";"13,9174";"9,742";"9,1034";"8,7482";"8,5732";"8,4";"8,5732";"8,4";"8,2286";"8,2286";"8,0491";"7,862";"7,6775";"7,3155";"8,4864";"8,4";"8,5732";"8,4";"11,686";"8,9249";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/04/2025;;1;1;"20,3863";"8,7482";"11,1474";18;9;1;1;1;"0,0";0;"9,9285";"9,6495";"11,0843";"9,9285";"9,6495";"9,2836";"9,1034";"8,9249";"8,7482";"8,8363";"9,4657";"9,6495";"10,8872";"9,835";"9,4657";"9,9285";"14,7045";"20,3863";"14,1401";"14,3645";"12,7243";"12,6185";"13,1519";"12,3037";"11,7878";"11,3831";"10,6919";"10,0224";"10,6919";"11,0843";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
56991500;1;01/03/2025;;1;1;"19,9014";"7,2265";"11,5759";17;15;1;1;1;"0,0";0;"9,0139";"8,7482";"8,4";"9,1034";"11,7878";"9,5573";"8,8363";"8,4";"8,0491";"8,2286";"7,862";"7,6775";"7,4953";"7,4051";"7,2265";"15,5132";"19,9014";"16,3436";"13,26";"19,1791";"18,701";"14,0285";"12,7243";"11,0843";"11,9928";"11,7878";"14,8187";"15,7483";"12,1996";"11,9928";"11,7878";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/02/2025;;1;1;"13,8067";"8,2286";"10,5766";1;28;1;1;1;"0,0";0;"13,8067";"13,26";"12,8305";"12,4082";"11,9928";"11,5846";"11,1834";"10,7893";"11,3831";"13,1519";"11,2831";"10,7893";"10,4023";"10,7893";"10,4984";"10,0224";"9,6495";"9,2836";"8,9249";"8,7482";"8,4";"9,6495";"9,5573";"10,1167";"9,4657";"9,2836";"8,6605";"8,2286";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
56991500;1;01/01/2025;;1;1;"145,2489";"14,7045";"28,9488";9;31;1;1;1;"0,0";0;"18,1073";"19,1791";"26,1475";"21,2414";"24,7401";"37,5853";"32,4897";"19,5395";"145,2489";"90,4792";"43,4275";"33,4405";"28,2261";"32,7607";"28,4885";"26,6637";"24,8673";"22,7257";"20,508";"19,7806";"18,701";"18,1073";"17,2837";"17,8711";"17,2837";"16,3436";"15,6305";"15,0484";"15,28";"15,5132";"14,7045";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/12/2024;;1;1;"102,424";"7,6775";"27,1063";24;1;1;1;1;"0,0";0;"7,6775";"27,0524";"26,2763";"19,7806";"23,728";"14,8187";"12,9372";"11,0843";"9,835";"9,4657";"9,1034";"33,9867";"19,299";"17,7533";"16,9335";"24,1064";"18,8202";"36,3302";"61,8227";"30,4739";"28,8831";"26,0188";"58,4537";"102,424";"51,5747";"34,8097";"26,1475";"20,6298";"20,3863";"19,4192";"20,2648";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/11/2024;;1;1;"37,5853";"7,7694";"14,802";1;30;1;1;1;"0,0";0;"37,5853";"17,5181";"13,9174";"11,686";"11,0843";"9,835";"11,4837";"10,7893";"10,2114";"30,6074";"19,299";"14,3645";"10,9855";"29,8087";"23,9801";"17,1668";"13,9174";"12,3037";"10,9855";"11,1834";"12,5131";"14,1401";"13,3684";"15,164";"12,9372";"11,3831";"10,2114";"9,3744";"8,4864";"7,7694";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
56991500;1;01/10/2024;;1;1;"18,2257";"4,7624";"8,4048";12;7;1;1;1;"0,0";0;"5,8841";"5,9636";"5,5722";"5,0487";"4,9763";"4,8331";"4,7624";"4,9044";"7,0504";"9,2836";"14,3645";"18,2257";"13,8067";"9,742";"8,2286";"7,2265";"6,7907";"6,4527";"6,1242";"5,9636";"5,8052";"8,1435";"8,0491";"7,0504";"6,2873";"6,1242";"11,0843";"10,7893";"8,1435";"16,7009";"17,1668";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/09/2024;;1;1;"5,5722";"4,2834";"4,8805";2;30;1;1;1;"0,0";0;"5,4956";"5,5722";"5,4197";"5,3443";"5,2696";"5,1954";"5,1954";"5,1218";"5,0487";"4,9763";"5,1954";"5,0487";"4,7624";"4,9763";"4,9044";"4,8331";"4,6922";"4,6922";"4,8331";"4,6226";"4,6226";"4,9044";"4,7624";"4,6226";"4,5536";"4,4174";"4,3501";"4,3501";"4,3501";"4,2834";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
56991500;1;01/08/2024;;1;1;"9,9285";"5,4956";"6,6896";6;31;1;1;1;"0,0";0;"6,3697";"6,4527";"6,7907";"7,5861";"8,3141";"9,9285";"8,3141";"7,6775";"7,3155";"6,9632";"6,7907";"6,7053";"7,1382";"6,7907";"6,6205";"6,4527";"6,7053";"6,6205";"6,4527";"6,7907";"6,4527";"6,1242";"5,9636";"5,8841";"5,9636";"5,8052";"5,727";"5,8841";"5,727";"5,5722";"5,4956";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/07/2024;;1;1;"8,7482";"6,4527";"7,5049";5;31;1;1;1;"0,0";0;"8,0491";"7,862";"7,9553";"7,7694";"8,7482";"8,4864";"8,3141";"8,1435";"8,0491";"7,9553";"7,7694";"7,6775";"7,5861";"7,7694";"7,5861";"7,862";"8,0491";"7,4953";"7,1382";"7,4051";"7,2265";"7,0504";"7,1382";"7,0504";"6,8766";"6,7053";"6,7053";"6,6205";"6,5363";"6,6205";"6,4527";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56991500;1;01/06/2024;;1;1;"10,1167";"8,2286";"9,1296";1;30;1;1;1;"0,0";0;"10,1167";"10,0224";"9,9285";"9,6495";"9,4657";"9,3744";"9,1933";"9,2836";"9,4657";"9,3744";"9,1933";"9,1034";"9,0139";"8,8363";"8,7482";"9,1034";"8,8363";"8,7482";"8,6605";"8,5732";"8,9249";"9,2836";"9,1933";"8,9249";"9,4657";"9,1034";"8,9249";"8,7482";"8,4";"8,2286";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
56991500;1;01/05/2024;;1;1;"12,6185";"9,6495";"10,7455";1;30;1;1;1;"0,0";0;"12,6185";"12,4082";"12,3037";"11,9928";"11,7878";"11,5846";"11,3831";"11,7878";"11,3831";"10,9855";"10,8872";"10,6919";"10,5949";"10,4984";"10,3067";"10,1167";"9,9285";"10,2114";"10,4023";"10,3067";"10,3067";"10,3067";"10,0224";"9,9285";"9,835";"9,742";"10,0224";"10,7893";"10,0224";"9,6495";"10,3067";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
